1.Basin.Name;2.Country;3.Ecoregion;4.Endorheic.Status;5.Outlet.Longitude;6.Outlet.Latitude;7.Median.Longitude;8.Median.Latitude;9.Surface.Area
Babol;Iran;Palearctic;;52.55133881;36.70362893;52.59932507;36.3376973;2163.299555
Bakir.Cayi;Turkey;Palearctic;;26.99115435;38.91973553;27.42222;39.17260777;3361.979284
Bann;United Kingdom;Palearctic;;-6.725834;55.176807;-6.545877911;54.62346553;5747.101892
Barm.e.Shor;Iran;Palearctic;;54.50565491;26.59216066;54.75563173;26.71821086;1334.141722
Bartin;Turkey;Palearctic;;32.23384905;41.68469741;32.71110146;41.56951328;2940.760412
Basento;Italy;Palearctic;;16.81628573;40.33882985;16.14751797;40.53170468;1564.731072
Basgoz.Cayi;Turkey;Palearctic;;30.25029619;36.30841943;30.27686861;36.58964844;765.8047129
Beauly;United Kingdom;Palearctic;;-4.419722;57.499027;-4.904195739;57.35735093;1015.7814
Bedjestan;Iran;Palearctic;Endorheic;;;58.33717419;34.5912855;33455.32812
Biferno;Italy;Palearctic;;15.02892798;41.98014336;14.67209368;41.67008819;1325.988088
Biga;Turkey;Palearctic;;27.33628265;40.37134799;27.07872692;40.09163237;2130.294099
Blackwater;Ireland;Palearctic;;-7.842777755;51.976807;-8.5015716;52.15976344;3242.792456
Boga;Turkey;Palearctic;;30.62444998;36.8562933;30.46776305;36.94069535;1035.797623
Bolaman;Turkey;Palearctic;;37.49135443;41.05395514;37.46468651;40.73287305;1232.751216
Bollin;United Kingdom;Palearctic;;-2.763055;53.327641;-2.289593099;53.46927645;2390.648804
Boyne.Irland;Ireland;Palearctic;;-6.244166;53.721526;-6.903459235;53.60715418;2791.452915
Bradano;Italy;Palearctic;;16.85861419;40.38581045;16.34265185;40.73994854;3075.245969
Breiddalsa;Iceland;Palearctic;;-14.03428071;64.78019222;-14.31388556;64.84902281;423.7565987
Bresle;France;Palearctic;;1.370300812;50.06431692;1.663835306;49.87543539;757.1988982
Bruna;Italy;Palearctic;;10.88477701;42.76547263;11.01666799;42.90969939;739.3245108
Burdur;Turkey;Palearctic;Endorheic;;;30.11849901;37.56518544;3165.491162
Buyukmenderes;Turkey;Palearctic;;27.18458093;37.55591462;29.04117241;37.94107073;27414.82955
Buyuktchekmedje;Turkey;Palearctic;;28.52274153;40.99157615;28.46146248;41.16712221;634.6956703
Bzipi;Georgia;Palearctic;;40.27193962;43.24153059;40.69777647;43.39232402;1546.893453
Canche;France;Palearctic;;1.610362175;50.54816315;2.044630322;50.42999409;1415.084669
Cavado;Portugal;Palearctic;;-8.797594166;41.52727223;-8.213382522;41.68247437;1590.692744
Cavone;Italy;Palearctic;;16.77400401;40.28852387;16.38653348;40.42747521;650.1696224
Cesano;Italy;Palearctic;;13.17314563;43.75411236;12.87797973;43.53658804;676.2805609
Cetina;Croatia;Palearctic;;16.73855559;43.42395948;16.74385922;43.7998169;3833.26942
Ceyhan;Turkey;Palearctic;;35.40700831;36.57710632;36.05210146;37.54677652;12054.18731
Chienti;Italy;Palearctic;;13.74346312;43.29510957;13.29104997;43.13939314;1340.79087
Cixerri;Italy;Palearctic;;9.020693999;39.259305;8.92309056;39.45002188;2238.738544
Clyde.Scotland;United Kingdom;Palearctic;;-4.535566424;55.932641;-4.009907951;55.71933896;2999.800425
Coghinas;Italy;Palearctic;;8.826249;40.947361;9.008850175;40.67722398;2471.687175
Conon;United Kingdom;Palearctic;;-4.4125;57.589028;-4.829530261;57.59879707;1206.617203
Coruh;Turkey;Palearctic;;41.58371489;41.59921911;41.47868871;40.7376517;22039.0331
Couesnon;France;Palearctic;;-1.508796498;48.63718774;-1.381449186;48.40439634;1115.446505
Courant.Contis;France;Palearctic;;-1.329650102;44.09135462;-1.05655526;44.0586985;643.8580207
Courant.Mimizan;France;Palearctic;;-1.301716556;44.21378171;-1.084886712;44.24531095;769.3101927
Crni.Drim;Albania;Palearctic;;19.57532897;41.76935103;20.41787405;42.03280372;13070.87429
Dane;United Kingdom;Palearctic;;-2.749516567;53.312084;-2.433720794;53.12691476;1564.133644
Dasht.e.Kavir;Iran;Palearctic;Endorheic;;;56.90648769;35.82535663;93383.14348
Dasht.e.Lut;Iran;Palearctic;Endorheic;;;58.92310567;27.75678669;69708.87825
Dead.Sea;Jordan;Palearctic;Endorheic;;;35.67669513;31.58369331;43238.24347
Dee.Scotland;United Kingdom;Palearctic;;-2.067865261;57.143197;-2.96588226;57.03886377;2141.501012
Dee.Wales;United Kingdom;Palearctic;;-3.089167;53.237914;-3.204879761;53.01775013;2001.729195
Derwent.UK;United Kingdom;Palearctic;;-0.695833;53.700139;-1.440882395;53.96305183;10858.65064
Deshgan;Iran;Palearctic;;55.43430764;26.76029446;54.02413435;27.19568906;8106.173646
Devrekani.Cayi;Turkey;Palearctic;;32.93692933;41.88553693;32.97653854;41.79348814;247.3976702
Dim;Turkey;Palearctic;;32.0520066;36.5221382;32.23186672;36.57635065;241.1795723
Dives;France;Palearctic;;-0.10555384;49.30895419;-0.021716578;49.00875688;1763.110768
Dnestr;Ukraine;Palearctic;;30.54780572;46.14783701;26.61020421;48.52841125;72571.80239
Dogankent.Cayi;Turkey;Palearctic;;38.85358448;41.01538885;39.30766746;40.52944222;3326.301441
Don.Scotland;United Kingdom;Palearctic;;-2.076388;57.17701579;-2.679096106;57.24601703;1316.376757
Douro;Spain;Palearctic;;-8.670761407;41.15679619;-5.362426978;41.62120112;97240.26142
Earn;United Kingdom;Palearctic;;-3.273523849;56.350972;-3.845894075;56.3556151;961.1749024
Ebro;Spain;Palearctic;;0.808692307;40.67709326;-0.881320941;41.93273805;85718.27412
Eden;United Kingdom;Palearctic;;-3.045278;54.948471;-2.694773775;54.7097559;2342.899418
Ems;Germany;Palearctic;;7.342539909;53.32404206;7.80371449;52.54352694;12369.78947
Erne;United Kingdom;Palearctic;;-8.226441358;54.502082;-7.4970539;54.1954187;4355.112452
Esfahan;Iran;Palearctic;Endorheic;;;51.77968064;32.46189264;41635.95197
Esino;Italy;Palearctic;;13.37308595;43.64957614;13.11133498;43.44325511;994.4562867
Esk.UK;United Kingdom;Palearctic;;-3.056389;54.98375;-2.938137627;55.16524287;1238.661626
Evinos;Greece;Palearctic;;21.60477416;38.3487816;21.79673078;38.59959175;1105.990108
Evros;Bulgaria;Palearctic;;26.03471283;40.73349842;25.84853041;41.87536406;53005.94877
Evrotas;Greece;Palearctic;;22.71096936;36.80903011;22.44600772;37.13918794;1902.879277
Eye;United Kingdom;Palearctic;;-2.090833;55.873748;-2.223523897;55.86248616;115.700409
Eyjafjardara;Iceland;Palearctic;;-18.076716;65.648719;-18.18464342;65.38255178;1354.775724
Filiouri;Greece;Palearctic;;25.31864136;40.94718293;25.60225989;41.12344246;1833.024156
Firtina;Turkey;Palearctic;;40.95673187;41.20904543;41.07305372;40.95464661;1155.362883
Fljotaa;Iceland;Palearctic;;-19.049417;66.054422;-18.97884576;65.97988395;188.1429983
Flumendosa;Italy;Palearctic;;9.626135005;39.429584;9.353150539;39.72579576;1857.303479
Foglia;Italy;Palearctic;;12.86182452;43.93558843;12.56725898;43.78580354;701.5366291
Fortore;Italy;Palearctic;;15.28689607;41.92716782;14.98009731;41.57740349;1620.612617
Foyle;United Kingdom;Palearctic;;-7.266388;55.045417;-7.467099118;54.72657755;2929.747208
Gabreek;Iran;Palearctic;;58.46218052;25.58601285;58.46136183;26.24663468;4638.496076
Gaz;Iran;Palearctic;;57.077283;26.4545978;57.41745165;26.5323043;1245.50212
Gediz;Turkey;Palearctic;;26.88418668;38.50784452;28.34613882;38.68700045;16791.23636
Geirlandsa;Iceland;Palearctic;;-17.9225615;63.78982397;-18.15752604;63.83319791;431.5106224
Gharasu;Iran;Palearctic;;54.03312292;36.8523834;54.36912366;36.79410635;1535.541646
Glen;United Kingdom;Palearctic;;0.045278;52.90736;-0.494712885;52.69236392;1733.08004
Goksu;Turkey;Palearctic;;33.99976647;36.3029239;33.05668539;36.73948147;11213.953
Golo;France;Palearctic;;9.53125;42.525138;9.154964276;42.4381161;1076.597057
Gonen;Turkey;Palearctic;;27.61692117;40.33030216;27.4228494;39.9760521;2063.996691
Gorgan;Iran;Palearctic;;54.01433909;36.97261231;55.32631843;37.19252957;11593.83472
Grimsa;Iceland;Palearctic;;-21.765535;64.57767699;-20.90159297;64.74614755;3676.826459
Guadalete;Spain;Palearctic;;-6.255360907;36.49407255;-5.65839426;36.75598087;3387.727514
Guadalquivir;Spain;Palearctic;;-6.214564232;36.91145226;-4.442566512;37.74063131;57074.78662
Guadiana;Spain;Palearctic;;-7.406330797;37.18045861;-5.316779821;38.79671184;67075.76846
Gudenaa;Denmark;Palearctic;;10.29195883;56.59976956;9.703557539;56.21154024;2741.657252
Gumista;Georgia;Palearctic;;40.9225051;42.99540345;41.00518243;43.19812512;583.6273303
Haademeeste;Estonia;Palearctic;;24.45575228;58.06375125;24.56520676;58.03948007;126.4311581
Hassan.Langi;Iran;Palearctic;;56.81838364;27.11291262;56.80697854;27.64968879;3303.600236
Haukadalsa;Iceland;Palearctic;;-21.79606498;65.02977232;-21.50342366;65.016806;471.9004149
Helge.a;Sweden;Palearctic;;14.22979261;55.8548579;14.00309662;56.35139104;4600.739772
Herault;France;Palearctic;;3.461567922;43.29740547;3.481485706;43.73051091;2796.574674
Hitara;Iceland;Palearctic;;-22.19490729;64.73260667;-21.99866928;64.82900142;232.7153454
Hoje.a;Sweden;Palearctic;;13.01572944;55.72443271;13.27459861;55.66030908;362.4560778
Hrutafjardara.Sika;Iceland;Palearctic;;-21.086451;65.158249;-21.0464527;65.03496246;375.6787615
Ijser;Belgium;Palearctic;;2.63988083;51.13335999;2.749054219;50.92762847;1332.984705
Irminio;Italy;Palearctic;;14.602361;36.769582;14.73579998;36.94131934;256.8479284
Iznik;Turkey;Palearctic;;29.08252763;40.41527343;29.54080178;40.45238116;1306.667859
Jagala;Estonia;Palearctic;;25.11646569;59.50311921;25.537808;59.23766732;1688.780941
Jallabi;Iran;Palearctic;;56.64402814;27.15390647;56.57606609;27.60866682;1676.612816
Jalle.Blanquefort;France;Palearctic;;-0.550343391;44.99817536;-0.689110216;44.86700136;733.2686011
Jokulsa.a.Fjollum;Iceland;Palearctic;;-16.48800178;66.1706807;-16.42199752;65.29637393;7299.023867
Jucar;Spain;Palearctic;;-0.245191093;39.17034093;-1.575338691;39.38923858;21676.39771
Kal.e.Shur;Iran;Palearctic;Endorheic;;;58.06092905;31.78245953;71381.51772
Kalamas;Greece;Palearctic;;20.18454838;39.53300086;20.52600558;39.69082453;1815.935049
Karamenderes;Turkey;Palearctic;;26.21522075;40.00428274;26.54412404;39.8290604;2003.264522
Kargi;Turkey;Palearctic;;31.80507116;36.59760356;32.01887658;36.65896563;353.465124
Kavlingean;Sweden;Palearctic;;12.99293053;55.72577546;13.58905452;55.70044938;1149.513574
Keila;Estonia;Palearctic;;24.2784308;59.41354676;24.77273016;59.14702864;674.0568558
Kelasuri;Georgia;Palearctic;;41.05271014;42.94540628;41.18934992;43.15655412;220.9466058
Kerman;Iran;Palearctic;Endorheic;;;53.53907798;31.00222319;20702.73266
Keuprotchay;Turkey;Palearctic;;31.17082842;36.82911325;31.19104128;37.39377689;2659.45057
Keziv;Israel;Palearctic;;35.09616965;33.05027578;35.30393462;33.0102746;139.6726968
Khobi;Georgia;Palearctic;;41.60636248;42.3231185;41.81685925;42.37594935;583.2440749
Kifissos.Att;Greece;Palearctic;;23.64173425;37.95252106;23.76256453;38.07097343;357.7101046
Kifissos.Beo;Greece;Palearctic;;23.39913147;38.50362698;22.91983134;38.50053995;2554.583495
Kirkeuz;Turkey;Palearctic;;30.76075384;36.85290717;30.36144005;37.18927271;3353.78415
Kizilirmak;Turkey;Palearctic;;35.90026792;41.71139574;34.88952405;39.89979554;80636.06301
Kloostri;Estonia;Palearctic;;24.08057702;59.27130768;24.15434971;59.17947131;135.5532502
Kodori;Georgia;Palearctic;;41.13446295;42.81334265;41.62450508;43.135927;1945.045154
Krka;Croatia;Palearctic;;15.85294866;43.72138874;16.08601886;43.94433704;2574.431894
Kucukmenderes;Turkey;Palearctic;;27.25991984;37.95984917;27.66671397;38.17499427;4093.562361
Kudafljot;Iceland;Palearctic;;-18.34374794;63.59629189;-18.77793918;63.72687624;914.8921325
Kul;Iran;Palearctic;;55.78631793;27.00710876;55.40588774;28.06579667;42039.071
Kunda;Estonia;Palearctic;;26.53763029;59.54313727;26.5935843;59.29138919;506.6040793
Lagan.UK;United Kingdom;Palearctic;;-5.880833;54.63736;-6.053655818;54.4795434;601.2179134
Laita;France;Palearctic;;-3.521585542;47.76950496;-3.518239723;48.03427119;1004.803061
Lamas.Cayi;Turkey;Palearctic;;34.24822986;36.55809852;34.03579438;36.75903806;841.2249514
Laxao;Iceland;Palearctic;;-17.59461272;65.98571224;-17.28764976;65.29665441;6272.232769
Lay;France;Palearctic;;-1.346900204;46.34433993;-1.174022394;46.61817852;2086.304368
Leca;Portugal;Palearctic;;-8.701968855;41.18234856;-8.55789395;41.24541238;189.4903017
Leguer;France;Palearctic;;-3.528309699;48.73950837;-3.43390421;48.5688702;488.8139307
Leyre;France;Palearctic;;-1.067695849;44.70210409;-0.726431275;44.38260601;2177.148381
Lez;France;Palearctic;;4.054494799;43.58222693;3.789425458;43.65391029;597.5998064
Lima;Spain;Palearctic;;-8.755040978;41.69549326;-8.117724527;41.92818082;2472.855302
Lis;Portugal;Palearctic;;-8.97452619;39.88476942;-8.802972875;39.75595949;837.4189746
Liscia;Italy;Palearctic;;9.308939226;41.190419;9.223013546;41.00608571;563.0418576
Llobregat;Spain;Palearctic;;2.140706505;41.31083249;1.811983734;41.82018737;5007.644083
Loobu;Estonia;Palearctic;;25.80738366;59.58045075;26.01392104;59.38206211;334.1455169
Loudias;Greece;Palearctic;;22.69148636;40.52167907;22.01635182;40.6956891;5551.573712
Louros;Greece;Palearctic;;20.79314306;38.99218191;20.80300582;39.25253813;1080.177613
Loy;United Kingdom;Palearctic;;-5.105833;56.82765965;-4.824552962;56.90678674;1329.401138
Lut;Iran;Palearctic;Endorheic;;;59.34829735;29.11148077;54251.34532
Malselva;Norway;Palearctic;;18.53873804;69.3487755;19.23935288;68.80697399;5735.936903
Mand;Iran;Palearctic;;51.26539874;28.14160323;52.80932894;28.47370156;40193.5486
Mazabi;Iran;Palearctic;;56.96938459;26.90569236;57.42249999;26.86536685;3146.137375
Melet.Cayi;Turkey;Palearctic;;37.94165536;40.99440128;37.82362797;40.5841005;2009.006045
Mert;Turkey;Palearctic;;36.36041271;41.28173773;36.10912109;41.11206681;831.7557674
Metauro;Italy;Palearctic;;13.05477164;43.82930605;12.61742853;43.61989295;1402.130501
Meuse;Belgium;Palearctic;;4.132352819;51.68138695;5.433652631;50.3513767;32856.16342
Midfjardara;Iceland;Palearctic;;-20.91370715;65.34280907;-20.65994792;65.10418903;986.7457385
Midfjardara.Bakkafjordur;Iceland;Palearctic;;-15.07215825;66.04238929;-15.29626188;65.87664925;312.2234427
Mijares;Spain;Palearctic;;-0.024776473;39.91929445;-0.484541421;40.20565808;4035.901538
Minab;Iran;Palearctic;;56.88915741;27.01627631;57.31538553;27.68004445;10285.92393
Mira.Portugal;Portugal;Palearctic;;-8.793388876;37.72090106;-8.474347721;37.56506422;1573.210216
Mondego;Portugal;Palearctic;;-8.835005244;40.12362136;-8.067586735;40.34516584;6663.096422
Musone;Italy;Palearctic;;13.56521901;43.58605991;13.3745941;43.44164378;637.4328838
Mustoja;Estonia;Palearctic;;26.17481688;59.58636964;26.14759493;59.47624126;153.3819353
Na.aman;Israel;Palearctic;;35.0654403;32.92310212;35.23026492;32.88354369;310.2681609
Narcea;Spain;Palearctic;;-6.103726238;43.58742935;-6.03340283;43.21688193;4914.218525
Natanebi;Georgia;Palearctic;;41.77393639;41.8961157;42.01162607;41.86999206;672.8664675
Nene;United Kingdom;Palearctic;;0.221389;52.827084;-0.536239084;52.44114339;2274.51691
Neretva;Bosnia and Herzegovina;Palearctic;;17.47083581;43.01343415;17.90948755;43.30953935;13097.69684
Ness;United Kingdom;Palearctic;;-4.233057;57.493751;-4.73986804;57.18065634;1861.299074
Nestos;Bulgaria;Palearctic;;24.78760258;40.85821581;24.01595404;41.56776854;6216.856991
Nikshahr;Iran;Palearctic;;60.19504846;25.3509929;60.15307399;26.0743223;4953.062091
Nissan;Sweden;Palearctic;;12.85359846;56.6521654;13.23485319;57.01614657;1313.502844
Nith;United Kingdom;Palearctic;;-3.571389;54.993751;-3.893392254;55.25738257;1238.109461
Noce;Italy;Palearctic;;15.75190378;39.91749175;15.79734674;40.06437942;315.9353806
Nova;Estonia;Palearctic;;23.68080695;59.24902475;23.72908072;59.13770668;174.9614373
Odet;France;Palearctic;;-4.116552375;47.86898306;-4.020168054;48.03463573;720.0644778
Ombrone;Italy;Palearctic;;11.0321972;42.6563468;11.38259528;43.05743582;3634.275784
Orb;France;Palearctic;;3.301212626;43.23335369;3.046270875;43.54919047;1570.646743
Orkla;Norway;Palearctic;;9.856700066;63.32544587;9.910742573;62.80980818;3329.025308
Orne;France;Palearctic;;-0.245405511;49.29039246;-0.306700713;48.83819913;2944.816825
Ouse;United Kingdom;Palearctic;;0.358055;52.814583;0.05237648;52.29050252;8214.183466
Oymapinar;Turkey;Palearctic;;31.414979;36.76078466;31.68202519;37.0767641;2669.856889
Ozero.Rak.Yarv;Estonia;Palearctic;;27.53113734;59.43619262;27.47848722;59.32359918;230.2977842
Pada;Estonia;Palearctic;;26.77382651;59.50646555;26.68519681;59.42572334;151.9612648
Padrigiano;Italy;Palearctic;;9.55764;40.927639;9.446073968;40.82832511;447.3904331
Pamissos;Greece;Palearctic;;22.05112474;37.0350201;21.99962247;37.20806368;786.1691499
Parnu;Estonia;Palearctic;;24.47975526;58.3712206;25.28623875;58.53497801;5946.876881
Pestchanka;Russia;Palearctic;;49.88818797;69.02537343;49.60777706;69.00741467;373.8022381
Pichin.Lora;Afghanistan;Palearctic;Endorheic;;;66.00893206;29.98011283;37529.18411
Pirita;Estonia;Palearctic;;24.80697083;59.5043698;25.07359553;59.20999112;864.2936152
Pol.e.Rud;Iran;Palearctic;;50.38883556;37.10744774;50.19211291;36.80411089;1673.521119
Ponoi;Russia;Palearctic;;41.29430972;66.97004069;40.01356454;67.14536245;4514.768188
Potenza;Italy;Palearctic;;13.6801712;43.41328323;13.20174056;43.26079588;794.0006297
Prunelli;France;Palearctic;;8.803194;41.898749;8.978786879;41.95596265;273.6145933
Purste;Estonia;Palearctic;;27.16910821;59.44366937;27.03842941;59.29601094;723.9208244
Qishon;Israel;Palearctic;;35.00887689;32.82662754;35.23116747;32.6560814;1123.107631
Rance;France;Palearctic;;-1.953457995;48.52798598;-2.032468356;48.34660476;1029.07978
Rannametsa;Estonia;Palearctic;;24.46978545;58.13749419;24.64224817;58.14931186;323.9983112
Rhone;France;Palearctic;;4.749776148;43.35796581;5.726256063;45.72115697;96827.05122
Ribble;United Kingdom;Palearctic;;-2.938056;53.72236969;-2.489457995;53.8210016;1907.702147
Rihios;Greece;Palearctic;;23.73770285;40.65393614;23.32400173;40.68960229;2088.952236
Rioni;Georgia;Palearctic;;41.65367516;42.18702849;42.88037059;42.41406617;14538.44365
Riva;Turkey;Palearctic;;29.20618737;41.22919343;29.36827467;41.0257763;848.2981941
Rogaceva;Russia;Palearctic;;52.487836;71.535446;53.13372342;71.82967476;1411.421205
Rolfsan;Sweden;Palearctic;;12.06591922;57.45098131;12.51574761;57.63343881;698.8811661
Roya;France;Palearctic;;7.608464537;43.79129104;7.533363703;43.9966291;678.4713013
Saccione;Italy;Palearctic;;15.13365419;41.93269534;15.07791366;41.81714931;216.5121551
Sado;Portugal;Palearctic;;-8.667590148;38.4263024;-8.266871662;38.1490509;6438.089898
Sakarya;Turkey;Palearctic;;30.6403787;41.1322196;31.3100451;39.56481832;70666.64849
Salaca;Latvia;Palearctic;;24.29957116;57.74384186;25.19601753;57.82048292;3344.995296
Saltelva;Norway;Palearctic;;15.39747116;67.2083078;15.4810627;66.82222379;1501.921084
San.Giovanni;Italy;Palearctic;;9.445934777;41.10152972;9.412688322;41.03785821;181.2182607
Sarbad;Iran;Palearctic;;51.45452828;36.67231791;51.33637152;36.36151797;1742.542944
Sarbaz;Iran;Palearctic;;61.5176499;25.18013241;61.11760016;26.12900716;20639.60573
Sauga;Estonia;Palearctic;;24.46303823;58.37822824;24.66725462;58.57102628;592.8754825
Savaran;Sweden;Palearctic;;20.57118407;63.80146228;20.17877638;64.26595367;1114.35255
Savina;Russia;Palearctic;;55.71351632;71.58120188;54.77642328;71.64223308;2162.754309
Schelde;Belgium;Palearctic;;4.285411003;51.31799958;3.849759251;50.69199594;18961.04177
Sediah;Iran;Palearctic;;58.68750135;25.57030666;58.88644634;26.20981221;4609.571567
Sefid;Iran;Palearctic;;49.93642665;37.45321391;48.15862688;36.56565483;58210.84626
Segura;Spain;Palearctic;;-0.669900637;38.1083743;-1.754353293;38.19673048;14965.12141
Sela.Steingrimsfirdi;Iceland;Palearctic;;-21.73946549;65.76856995;-21.82215749;65.87210156;165.5010958
Sela.Vopnafirdi;Iceland;Palearctic;;-14.81121868;65.81062306;-15.35725412;65.71892199;731.357096
Selja;Estonia;Palearctic;;26.40583365;59.56180562;26.33435466;59.33226778;502.4748799
Sevan;Armenia;Palearctic;Endorheic;;;45.32607973;40.35427698;1266.671494
Severn.UK;United Kingdom;Palearctic;;-2.630833;51.604583;-2.442169498;52.35931043;11347.37078
Sevre.Niortaise;France;Palearctic;;-1.122936909;46.31467756;-0.586991018;46.35656978;3583.980251
Shannon.Ire;Ireland;Palearctic;;-8.783437669;52.677917;-8.042544107;53.41413867;11691.52093
Shin;United Kingdom;Palearctic;;-4.351606198;57.886806;-4.655411388;58.05864293;1267.462659
Shor;Iran;Palearctic;;56.39622964;27.19321372;56.29749318;27.54701501;2024.390962
Siagne;France;Palearctic;;6.95735634;43.53449556;6.80463;43.65463222;513.6595415
Simeto;Italy;Palearctic;;15.091527;37.40653;14.65266245;37.58444199;4218.952901
Sinni;Italy;Palearctic;;16.6851538;40.15348857;16.24326438;40.10332028;1300.076678
Sirjan;Iran;Palearctic;Endorheic;;;55.64072674;29.52151204;8926.172264
Sistan;Afghanistan;Palearctic;Endorheic;;;62.35494167;32.75413376;65584.70862
Skjern.aa;Denmark;Palearctic;;8.162316725;55.85619458;8.803689373;55.9436646;2971.934352
Slupia;Poland;Palearctic;;16.93391423;54.60476416;17.34486913;54.30800116;1774.835899
Soca;Slovenia;Palearctic;;13.52606001;45.75123261;13.65822181;46.0839199;3400.575106
Somme;France;Palearctic;;1.654307488;50.18659089;2.460580202;49.87771053;6209.6637
Soreq;Israel;Palearctic;;34.70830998;31.94675051;34.93932438;31.81997465;781.904162
Spey;United Kingdom;Palearctic;;-3.094722;57.675694;-3.711845089;57.21084539;2958.577111
Stadara.Steingrimsfirdi;Iceland;Palearctic;;-21.77548277;65.76322616;-21.96386846;65.75371264;241.6542005
Stour;United Kingdom;Palearctic;;1.075278;51.955417;0.717514237;52.06720572;904.6720138
Strymon;Bulgaria;Palearctic;;23.89128174;40.77068128;23.20550224;41.70553962;16826.18541
Supsa;Georgia;Palearctic;;41.75689294;42.00291814;42.2935468;41.93755786;1115.186465
Susurluk.Cayi;Turkey;Palearctic;;28.01996038;40.3714725;28.61514554;39.68640645;23768.99736
Tagliamento;Italy;Palearctic;;13.08884653;45.69042564;13.01626306;46.33808974;2946.276813
Tajan;Iran;Palearctic;;53.12050226;36.82312884;53.45284807;36.32879769;4515.813014
Tambre;Spain;Palearctic;;-8.923529778;42.79318847;-8.463853229;43.01391781;1567.129943
Taninnim;Israel;Palearctic;;34.9026304;32.55407895;35.01503201;32.53507135;186.9493609
Taravo;France;Palearctic;;8.825693;41.710415;9.025674345;41.86035818;483.9917856
Taute;France;Palearctic;;-1.173878547;49.35700104;-1.421768503;49.33676729;1454.403571
Tavignano;France;Palearctic;;9.550696;42.108749;9.230549128;42.21491888;796.3857607
Tay;United Kingdom;Palearctic;;-3.28139;56.35847;-3.896913925;56.64277811;4965.654602
Tech;France;Palearctic;;3.089351443;42.60220621;2.667927576;42.46903964;736.1756776
Tees;United Kingdom;Palearctic;;-1.191944;54.62875;-1.707346062;54.56042445;1826.959932
Teifi;United Kingdom;Palearctic;;-4.686388;52.107082;-4.246280261;52.10709357;994.7850641
Tellaro;Italy;Palearctic;;15.107639;36.836529;14.92449058;36.91353192;399.5605059
Tenna;Italy;Palearctic;;13.77959738;43.23766536;13.42805423;43.04606824;486.846495
Ter;Spain;Palearctic;;2.925449579;41.72610132;2.472268435;42.07476713;2969.367498
Terek;Russia;Palearctic;;47.46636762;43.55675647;45.20981192;43.0586893;56521.72186
Tet;France;Palearctic;;3.065136292;42.69260948;2.456743885;42.59891513;1402.920032
Tevere;Italy;Palearctic;;12.28504479;41.72717927;12.61578268;42.59507165;17830.47591
Thjorsa;Iceland;Palearctic;;-20.68335796;63.91464708;-18.78616346;64.39440588;7880.763931
Tonekabon;Iran;Palearctic;;50.77651158;36.88640405;50.5651996;36.7467161;426.3970178
Toolse;Estonia;Palearctic;;26.4740652;59.5435214;26.44418457;59.49630824;63.7594126
Touques;France;Palearctic;;0.067048988;49.35661161;0.296732257;49.10179892;1285.29171
Trent.UK;United Kingdom;Palearctic;;-0.685279;53.679027;-1.435790606;52.95174057;10324.05415
Trieux;France;Palearctic;;-3.097584602;48.79413483;-3.086024248;48.55988716;843.8812788
Trigno;Italy;Palearctic;;14.7998153;42.06635163;14.52534662;41.83057922;1217.344563
Turia;Spain;Palearctic;;-0.334521639;39.44047778;-1.064608451;40.10495989;6305.995801
Tuudi;Estonia;Palearctic;;23.75525964;58.73358796;23.84920462;58.62063628;197.6409869
Tuz;Turkey;Palearctic;Endorheic;;;33.5194812;38.47440211;18643.32922
Tweed.UK;United Kingdom;Palearctic;;-1.994722;55.779861;-2.706389506;55.58417028;5010.713144
Tyne;United Kingdom;Palearctic;;-1.415833;55.015695;-2.19283484;55.0192241;2891.860012
Ulla;Spain;Palearctic;;-8.804755104;42.64690699;-8.225975049;42.78040304;2794.439881
Vaana;Estonia;Palearctic;;24.32332476;59.44640883;24.60721141;59.3452017;293.2376865
Vainupea;Estonia;Palearctic;;26.26791738;59.58718104;26.26555895;59.53823012;81.48696728
Vaivara;Estonia;Palearctic;;27.75440829;59.42246086;27.71367203;59.36933097;105.9483482
Valgejogi;Estonia;Palearctic;;25.71851647;59.58759186;25.92579428;59.34383204;299.4201381
Van;Turkey;Palearctic;Endorheic;;;43.36089102;38.71780471;17059.13469
Var;France;Palearctic;;7.198738771;43.67085733;6.989787552;44.02466098;2831.301195
Vasalemma;Estonia;Palearctic;;24.09542445;59.30500416;24.34240037;59.20178132;429.4030831
Vefsna;Norway;Palearctic;;13.176036;65.85578034;13.85935204;65.45561091;4241.348565
Veleka;Bulgaria;Palearctic;;27.98375871;42.05856621;27.48990957;42.06229399;1075.328687
Vesturdalsa;Iceland;Palearctic;;-14.8954014;65.75331494;-15.20790802;65.65062724;182.489487
Vidaa;Denmark;Palearctic;;8.644047685;54.8510487;9.07869361;54.94107596;1353.273727
Vididalsa.Fitja;Iceland;Palearctic;;-20.54718738;65.50642133;-20.51697241;65.27767068;731.5786305
Vignola;Italy;Palearctic;;9.058470999;41.128189;9.058977777;41.02346466;138.3292433
Vihterpalu;Estonia;Palearctic;;23.88182724;59.27970453;23.96712453;59.12227551;465.3602706
Vilaine;France;Palearctic;;-2.442417738;47.50077345;-1.936915653;47.91941037;10489.65903
Vire;France;Palearctic;;-1.103321906;49.34900544;-0.933036826;49.07863453;1964.702563
Vistre;France;Palearctic;;4.215491085;43.47178335;4.355735921;43.71504828;1061.338645
