1.Basin.Name;2.Country;3.Ecoregion;4.Endorheic.Status;5.Outlet.Longitude;6.Outlet.Latitude;7.Median.Longitude;8.Median.Latitude;9.Surface.Area
Cachoeirinha;Brazil;Neotropic;;-43.10344398;-22.69365814;-43.06899022;-22.59511097;228.8151002
Comprido;Brazil;Neotropic;;-47.07733956;-24.45157071;-47.15299576;-24.46583143;204.7976789
Arroyo.Walker;Argentina;Neotropic;;-62.29921723;-40.62889793;-62.59624879;-40.50734412;969.1560602
Aconcagua;Chile;Neotropic;;-71.53604087;-32.91282215;-70.65645485;-32.77064478;7318.876825
Amazon;Brazil;Neotropic;;-52.23408978;-1.619426375;-64.57285505;-6.714857006;5888416.916
Andalien;Chile;Neotropic;;-73.0913557;-36.66454079;-72.81967683;-36.82492457;767.4691481
Approuague;French Guiana;Neotropic;;-52.0002657;4.348003145;-52.66731402;3.804336017;9116.606502
Aroa;Venezuela;Neotropic;;-68.29778914;10.68776226;-68.75186402;10.55250045;2453.034502
Atrato;Colombia;Neotropic;;-76.85855499;8.083147714;-76.76057531;6.620450274;35364.92388
Baudo;Colombia;Neotropic;;-77.35822113;4.957664935;-77.05401234;5.395638415;4066.711983
Bayano;Panama;Neotropic;;-79.06477982;8.976049785;-78.62360052;9.120453707;4893.576084
Benevente;Brazil;Neotropic;;-40.64613107;-20.8081073;-40.7606472;-20.60872706;1121.512895
Biobio;Chile;Neotropic;;-73.14928452;-36.81613133;-71.95763332;-37.73809655;24265.07833
Bueno;Chile;Neotropic;;-73.7213639;-40.20891693;-72.69476165;-40.53831432;15106.73826
Buranhem;Brazil;Neotropic;;-39.05250421;-16.46083026;-39.87943743;-16.49139476;2692.104961
Cachoeira;Brazil;Neotropic;;-39.03316175;-14.81569081;-39.62506611;-15.0070776;4758.416768
Cahy;Brazil;Neotropic;;-39.1599285;-17.01781111;-39.32995767;-17.00864415;425.6303552
Caraiva;Brazil;Neotropic;;-39.13597572;-16.84167583;-39.40083911;-16.748974;1318.412395
Carvao;Brazil;Neotropic;;-50.11602578;-29.98371909;-50.14765226;-29.59082357;2459.291191
Catatumbo;Venezuela;Neotropic;;-71.74821937;9.336310126;-72.71160998;8.512470203;27438.40275
Comte;French Guiana;Neotropic;;-52.33386925;4.776429028;-52.5249897;4.459729103;3605.025041
Copiapo;Chile;Neotropic;;-70.93367557;-27.30494705;-69.77594696;-27.59060836;18441.52991
Coppename;Suriname;Neotropic;;-55.89769447;5.699342353;-56.2010064;4.721800832;21111.32012
Corantijn;Suriname;Neotropic;;-57.18186172;5.528686413;-57.2498763;3.194281693;64001.2765
Corrientes;Brazil;Neotropic;;-52.0025338;-31.51852881;-52.34330963;-31.35793948;865.0393032
Corumbau;Brazil;Neotropic;;-39.13113917;-16.91313048;-39.28421967;-16.90360367;272.4706635
Cubatao;Brazil;Neotropic;;-48.7578871;-26.20903715;-48.95260364;-26.13771243;802.3228583
Cusewijne;Suriname;Neotropic;;-55.07366678;5.880346378;-54.67605434;5.451868707;5070.135979
Dagua;Colombia;Neotropic;;-77.12499046;3.820335405;-76.6979922;3.735485184;1452.980088
Das.Almas;Brazil;Neotropic;;-39.08886222;-13.58839348;-39.56627753;-13.65929511;2991.339642
Demerara;Guyana;Neotropic;;-58.07066824;6.819407505;-58.39336236;5.596718761;7415.020908
Doce;Brazil;Neotropic;;-39.78274544;-19.59361949;-42.23908717;-19.44472085;82688.22301
Doyle;Falkland Islands;Neotropic;;-60.213013;-51.984925;-60.17740221;-51.90281299;194.8491024
El.Pescado;Argentina;Neotropic;;-57.74151184;-34.90793696;-57.8702834;-35.00510784;520.252235
Elqui;Chile;Neotropic;;-71.33983314;-29.92974212;-70.50953394;-29.97571352;9453.094234
Esmeraldas;Ecuador;Neotropic;;-79.62426331;0.990785267;-78.9915228;0.013439195;21529.33676
Essequibo;Guyana;Neotropic;;-58.65983818;6.394199683;-59.93877262;5.168702372;153963.9676
Fagnano;Argentina;Neotropic;;-69.03623649;-54.40928258;-67.98347103;-54.54548545;3468.766046
Frades;Brazil;Neotropic;;-39.09554864;-16.66862607;-39.60329061;-16.59848138;1452.343734
Fuego;Argentina;Neotropic;;-66.69784881;-54.29142722;-66.92904588;-54.48075837;452.5451965
Gallegos;Argentina;Neotropic;;-69.46626321;-51.57458655;-71.25302958;-51.91579642;10318.91926
Grande.Argentina;Chile;Neotropic;;-67.80425062;-53.70667473;-68.71158263;-54.0062178;8489.871656
Guanipa;Venezuela;Neotropic;;-62.42003762;9.93034118;-63.64429146;9.556604333;10278.33308
Guapo;Venezuela;Neotropic;;-65.92985999;10.32318757;-66.0050238;10.10288217;832.810471
Guariquen;Venezuela;Neotropic;;-62.83214801;10.41885703;-63.02585676;10.41735416;1139.144923
Guayas;Ecuador;Neotropic;;-79.8399925;-2.072344544;-79.54535873;-1.398511685;32538.75946
Huasco;Chile;Neotropic;;-71.20752121;-28.44130121;-70.32151406;-28.9716178;9776.491572
Imperial;Chile;Neotropic;;-73.433213;-38.75143508;-72.49582623;-38.49465127;12062.03934
Iracoubo;French Guiana;Neotropic;;-53.19650465;5.51881089;-53.21214579;5.211847263;1067.418526
Itanhaem;Brazil;Neotropic;;-46.78230762;-24.19491176;-46.80212008;-24.06247566;926.7069517
Itanhem;Brazil;Neotropic;;-39.18784344;-17.54521637;-40.15634053;-17.24492373;6460.780141
Itapecuru;Brazil;Neotropic;;-44.17928844;-2.816238764;-44.19727379;-5.396603602;52761.38387
Itata;Chile;Neotropic;;-72.85782631;-36.35371552;-71.95227463;-36.72168635;11430.79025
Itaunas;Brazil;Neotropic;;-39.69965133;-18.42478;-40.19036692;-18.23134077;4687.578129
Jequirica;Brazil;Neotropic;;-38.92800191;-13.23046737;-39.81018881;-13.19011385;6660.708118
Jequitinhonha;Brazil;Neotropic;;-38.87156919;-15.8321597;-41.97631915;-16.77505681;70742.8001
Joao.de.Tiba;Brazil;Neotropic;;-39.00405608;-16.27112235;-39.43040548;-16.26608416;1771.725707
Jucurucu;Brazil;Neotropic;;-39.21250194;-17.34578073;-39.91651343;-16.98689251;5895.046507
Karouabo;French Guiana;Neotropic;;-52.75254443;5.263177798;-52.77000137;5.172785905;289.9423783
Kourou;French Guiana;Neotropic;;-52.62577456;5.158426903;-52.77400658;4.874981861;1799.303514
Macacu;Brazil;Neotropic;;-43.04117547;-22.96613471;-42.79578307;-22.61932023;2106.74917
Magdalena;Colombia;Neotropic;;-74.61581712;11.03422789;-74.6973068;6.425035477;259617.9705
Maipo;Chile;Neotropic;;-71.64529983;-33.6102509;-70.58748894;-33.57517794;15095.05905
Malmanoury;French Guiana;Neotropic;;-52.79398375;5.294628677;-52.85130955;5.255617401;136.5022029
Mana;French Guiana;Neotropic;;-53.76076702;5.725487347;-53.64038337;4.648679281;12129.6149
Manzanares;Venezuela;Neotropic;;-64.20205644;10.45563499;-64.02172893;10.2697537;1129.719374
Mar.Chiquita;Argentina;Neotropic;Endorheic;;;-63.9498829;-29.43037866;129570.6425
Maroni;Suriname;Neotropic;;-54.15371396;5.354402143;-54.48542456;3.437997015;66116.01228
Mataquito;Chile;Neotropic;;-72.20208172;-35.02310939;-71.09086177;-35.12820886;6303.854086
Maule;Chile;Neotropic;;-72.42920642;-35.32363644;-71.43955931;-35.86369473;21107.43877
Maullin;Chile;Neotropic;;-73.08137379;-41.62722693;-72.97301262;-41.26759584;3114.123404
Merin;Uruguay;Neotropic;;-52.21854309;-31.78174287;-53.77935972;-32.82210548;56183.2864
Mira.Ecuador;Ecuador;Neotropic;;-78.98312664;1.590874141;-78.20233779;0.85542261;10438.81771
Mucuri;Brazil;Neotropic;;-39.56450796;-18.10285361;-41.07618426;-17.58109355;15562.80515
Negro.Uruguay;Uruguay;Neotropic;;-58.41258704;-33.37163665;-55.95039552;-32.56369936;71031.68158
Neveri;Venezuela;Neotropic;;-64.71903462;10.16609332;-64.4039745;9.918895418;4263.715446
Nhundiaquara;Brazil;Neotropic;;-48.70130309;-25.47414351;-48.85560593;-25.48779221;684.9387502
Nickerie;Suriname;Neotropic;;-57.01744544;5.97095368;-56.72406224;5.110076929;9942.2834
Novo;Brazil;Neotropic;;-40.8177804;-20.93364401;-40.90314541;-20.79388766;770.6690096
Orinoco;Colombia;Neotropic;;-61.23064986;8.456505641;-67.91232734;5.69260807;934561.2185
Oyapock;French Guiana;Neotropic;;-51.64523736;4.054094668;-52.44614021;2.927588155;26002.34247
Paraguacu;Brazil;Neotropic;;-38.86443336;-12.79342222;-40.48800026;-12.33872822;54901.20807
Paraiba.do.Sul;Brazil;Neotropic;;-41.01578177;-21.63207173;-43.49801382;-22.0504075;57085.38014
Paria1;Venezuela;Neotropic;;-62.89635873;10.52802346;-62.99873465;10.59676126;497.3516435
Patia;Colombia;Neotropic;;-78.40707829;2.495830372;-77.54286451;1.663396235;22332.53739
Peruipe;Brazil;Neotropic;;-39.39862027;-17.9113617;-39.86842878;-17.71802414;5144.655708
Rancheria;Colombia;Neotropic;;-72.917186;11.57031226;-72.77849009;11.0843121;4330.339105
Rapel;Chile;Neotropic;;-71.85416264;-33.89098053;-70.91116671;-34.41476112;13783.92764
Reis.Magos;Brazil;Neotropic;;-40.17320423;-20.03745342;-40.43514269;-19.95242748;743.0546149
Ribeira.do.Iguape;Brazil;Neotropic;;-47.64813908;-24.76599506;-48.46834804;-24.63739155;24702.20344
Cubatao.2;Brazil;Neotropic;;-48.63948588;-27.63785193;-48.85474461;-27.72614743;759.6496241
Rio.D.Una;Brazil;Neotropic;;-48.79734457;-28.3683171;-48.80904287;-28.22084256;1076.630208
Salina.Grandes;Argentina;Neotropic;Endorheic;;;-66.27971636;-29.6059457;148822.2121
Gravatai;Brazil;Neotropic;;-51.23753822;-30.0396054;-50.84551089;-29.95219943;2017.636752
Arroio.do.Conde;Brazil;Neotropic;;-51.30499479;-30.06670946;-51.42157133;-30.09563449;164.0214634
Arroio.do.Salso;Brazil;Neotropic;;-51.23231351;-30.17514813;-51.17685585;-30.13978956;159.0905202
Arroio.do.Petim;Brazil;Neotropic;;-51.32456508;-30.22426244;-51.45361069;-30.21172914;179.3592191
Arroio.do.Ribeiro;Brazil;Neotropic;;-51.2919036;-30.27201746;-51.53053524;-30.39025786;779.1095403
Arroio.Teixeira;Brazil;Neotropic;;-51.38262912;-30.70429143;-51.51487919;-30.62363857;131.5682574
Arroio.Velhaco;Brazil;Neotropic;;-51.43386045;-30.88366513;-51.70570576;-30.71253091;1154.173382
Camaqua;Brazil;Neotropic;;-51.77016417;-31.26668161;-52.94686154;-30.96820728;17524.31411
Arroio.Sao.Lourenco;Brazil;Neotropic;;-51.97868413;-31.38646612;-52.11096292;-31.31740027;197.7412915
Chocancharava;Argentina;Neotropic;Endorheic;;;-63.88305442;-32.8835901;14088.28215
Salina.del.Bebedero;Argentina;Neotropic;Endorheic;;;-66.5007327;-33.45491834;7744.21291
Rosario;Uruguay;Neotropic;;-57.35861538;-34.44901935;-57.2832255;-34.14379765;1847.722506
Rio.de.la.Matanza;Argentina;Neotropic;;-58.34887339;-34.62673916;-58.67614364;-34.87901494;2180.456021
Quinto;Argentina;Neotropic;Endorheic;;;-65.27787776;-33.55259094;9303.756859
Arroyo.Martin;Argentina;Neotropic;;-57.97402117;-34.81529984;-58.05651586;-34.89336249;409.6516363
Sarandi;Uruguay;Neotropic;;-55.40053592;-34.80006177;-55.45658756;-34.53815638;1351.020079
Maldonado;Uruguay;Neotropic;;-54.8622916;-34.93207135;-54.92653769;-34.62811628;1485.947301
Juan.Blanco;Argentina;Neotropic;;-57.43990819;-35.08752807;-57.49046901;-35.18871039;148.6672791
Primera.Estancia;Argentina;Neotropic;;-57.40013744;-35.11372887;-57.42151214;-35.23113954;180.0552828
Laguna.Municipal;Argentina;Neotropic;Endorheic;;;-60.76635397;-35.28877969;849.5285447
Samborombon;Argentina;Neotropic;;-57.34904786;-35.74361373;-57.99175141;-35.29133886;5473.856071
Carlos.Tejedor;Argentina;Neotropic;Endorheic;;;-62.63849949;-35.2148318;13083.53527
Laguna.Las.Tunas.Grandes;Argentina;Neotropic;Endorheic;;;-63.22442057;-35.97348459;23386.66499
Laguna.Inchauspe;Argentina;Neotropic;Endorheic;;;-61.92311956;-37.07964159;3792.641571
Laguna.Cochico;Argentina;Neotropic;Endorheic;;;-62.28068937;-36.9905393;835.472658
Laguna.del.Monte;Argentina;Neotropic;Endorheic;;;-62.41613143;-37.16233622;1817.414647
Lago.del.Venado;Argentina;Neotropic;Endorheic;;;-62.62398148;-37.07744451;732.2590963
Lago.Epecuen;Argentina;Neotropic;Endorheic;;;-62.7489148;-37.31394855;3074.871885
Salina.Agua.Perra;Argentina;Neotropic;Endorheic;;;-67.63002321;-37.42520326;1595.835772
Laguna.Pincen;Argentina;Neotropic;Endorheic;;;-63.17713613;-37.73931504;930.978868
Grande.Argentina.2;Argentina;Neotropic;;-57.4412324;-37.77850743;-57.79263185;-37.50954834;8215.813296
Carolina;Argentina;Neotropic;;-57.9664612;-38.34336682;-58.05034981;-38.14399371;133.7188197
Malacara;Argentina;Neotropic;;-58.29014468;-38.475575;-58.39448199;-38.16687741;1465.94633
Quequen.Grande;Argentina;Neotropic;;-58.70791342;-38.58455206;-59.39146868;-37.85331361;10052.87547
Laguna.Chasico;Argentina;Neotropic;Endorheic;;;-62.77455205;-38.21785229;4484.267755
Naposta.Grande;Argentina;Neotropic;;-62.33244994;-38.79467667;-62.13993636;-38.40243726;1295.687149
Cristiano.Muerto;Argentina;Neotropic;;-59.62906153;-38.78322232;-59.81423074;-38.27281109;1002.631157
Tres.Arroyos;Argentina;Neotropic;;-60.08332463;-38.86749074;-60.24357982;-38.17508717;2929.141737
Quequen.Salado;Argentina;Neotropic;;-60.51653608;-38.92894726;-60.88829016;-38.02109222;9902.957052
Naposta.Chico;Argentina;Neotropic;;-62.01315336;-38.94068772;-61.88547629;-38.58041466;1392.572068
Petrohue;Chile;Neotropic;;-72.31914333;-41.49991259;-72.15502837;-41.12967611;2672.233864
Puelo;Argentina;Neotropic;;-72.3508805;-41.64824798;-71.75059687;-41.81352441;9165.534007
Puchanquin;Chile;Neotropic;;-74.12236;-42.627639;-73.9026638;-42.69173988;856.4380375
Yelcho;Argentina;Neotropic;;-72.7495951;-42.96817936;-71.81360549;-42.96019668;11409.21118
Buta.Palena;Chile;Neotropic;;-73.01803392;-43.79670645;-71.88007623;-43.93525942;13229.83071
Lago.Ghio;Argentina;Neotropic;Endorheic;;;-71.63058471;-47.19305995;587.4147389
Lago.Buenos.Aires;Chile;Neotropic;;-73.61554538;-47.8549872;-72.37131375;-46.88244526;26885.7759
Areias;Brazil;Neotropic;;-38.18613309;-12.78599957;-38.24374893;-12.7528405;237.5061
Capivari;Brazil;Neotropic;;-50.59659913;-30.20651332;-50.42955228;-30.0239999;904.6237371
Arroio.Douradinho;Brazil;Neotropic;;-51.28091603;-30.28701637;-51.29030819;-30.31840056;23.78486829
Lagoa.Negra;Brazil;Neotropic;;-50.93189798;-30.37432562;-50.9864733;-30.37169306;92.92298432
Canada.de.la.Totora;Uruguay;Neotropic;;-54.25933103;-34.575413;-54.25511611;-34.46587873;206.5367728
Arroyo.Maldonado;Argentina;Neotropic;;-58.45709131;-34.54757815;-58.49823151;-34.5416541;112.1495196
Arroyo.Zapata;Argentina;Neotropic;;-57.73893127;-34.90938167;-57.74174835;-35.01513246;46.73778721
Arroyo.Viloldo;Argentina;Neotropic;;-57.28522228;-35.2190623;-57.33200729;-35.2938491;117.7669282
Laguna.Salada.Grande;Argentina;Neotropic;;-56.8411762;-37.10240128;-56.94880681;-36.86423241;2713.521194
Cortaderas;Argentina;Neotropic;;-59.53744116;-38.76873992;-59.60653299;-38.39148846;1290.193561
Cangandi;Panama;Neotropic;;-79.04659074;9.517473065;-79.17142396;9.411376469;334.3104886
Carti.Grande;Panama;Neotropic;;-78.96894407;9.446026016;-79.0206111;9.353772104;119.2547165
Playon.Chico;Panama;Neotropic;;-78.21441047;9.276780057;-78.24050643;9.244724123;104.675913
Santo;Panama;Neotropic;;-79.13016291;8.997141416;-79.19800978;9.100654105;195.6047824
Sambu;Panama;Neotropic;;-78.28308937;8.084282799;-78.14833202;7.87675522;1389.514161
Moruka;Guyana;Neotropic;;-58.76454079;7.671398002;-58.96638739;7.554468097;725.3376826
Crique.Yiyi;French Guiana;Neotropic;;-53.09943723;5.480562032;-53.078291;5.371822538;173.5435329
Crique.Vase;French Guiana;Neotropic;;-52.83355807;5.354955751;-52.88924396;5.34925526;128.8037012
Riviere.de.Kaw;French Guiana;Neotropic;;-52.12603658;4.776429993;-52.09144923;4.529973539;831.8681238
Tumbez;Ecuador;Neotropic;;-80.50969973;-3.495426864;-80.03151181;-3.860943593;5372.051867
Apodi;Brazil;Neotropic;;-37.05156962;-4.937028355;-37.71152535;-5.746395104;14260.42156
Piranhas;Brazil;Neotropic;;-36.66890456;-5.09117959;-37.42801244;-6.653279372;41023.4338
Ceara.Mirim;Brazil;Neotropic;;-35.207881;-5.664160841;-35.89749341;-5.648712996;2629.21144
Pium;Brazil;Neotropic;;-35.14147974;-5.937675153;-35.28629729;-5.959381345;425.2506853
Paraiba;Brazil;Neotropic;;-34.83215199;-7.10355988;-36.31363671;-7.485424188;19716.87641
Jequetepeque;Peru;Neotropic;;-79.60092217;-7.335741921;-78.89253569;-7.189174395;4155.047302
Jaboatao;Brazil;Neotropic;;-34.93360948;-8.248911027;-35.10905858;-8.200044151;930.0308331
Santo.Antonio.Grande;Brazil;Neotropic;;-35.49190693;-9.397749033;-35.65771311;-9.261043299;796.6102218
Paraiba.2;Brazil;Neotropic;;-35.83559272;-9.713600036;-36.33247528;-9.341921595;3660.311658
Ribera.da.Imbacuaba;Brazil;Neotropic;;-39.17221699;-17.0848476;-39.25504186;-17.10495288;197.9861084
Japara.Grande;Brazil;Neotropic;;-39.20929008;-17.17255941;-39.31438956;-17.19090376;142.9364183
Piraque.Mirim;Brazil;Neotropic;;-40.1331116;-19.9660096;-40.32118766;-19.85221207;389.3011775
Salina.de.Uyuni;Bolivia;Neotropic;Endorheic;;;-67.31735466;-20.77347607;47217.90097
Santa.Maria.Brazil;Brazil;Neotropic;;-40.2899997;-20.27895264;-40.61305588;-20.13733947;1780.907205
Salina.de.Pozuelos;Argentina;Neotropic;Endorheic;;;-66.05428234;-22.3186394;3922.361202
Estrela;Brazil;Neotropic;;-43.21454191;-22.73265376;-43.23846138;-22.59711388;457.6743502
Ariro;Brazil;Neotropic;;-44.33771271;-22.9192641;-44.31959709;-22.87394276;151.1612457
Piraque;Brazil;Neotropic;;-43.63157075;-23.00315279;-43.56316674;-22.94412566;102.748012
Pereque.Acu;Brazil;Neotropic;;-44.67658189;-23.20247775;-44.80347635;-23.22085529;167.5164784
Salina.de.Guayatayoc;Argentina;Neotropic;Endorheic;;;-66.04652733;-23.37447269;17502.38788
Salina.de.Olaroz;Argentina;Neotropic;Endorheic;;;-66.72785183;-23.53993055;5685.449651
Itapitangui;Brazil;Neotropic;;-47.97408989;-25.02756848;-47.99947818;-24.90888443;137.0237248
Serra.Negra;Brazil;Neotropic;;-48.44012777;-25.29446907;-48.4604732;-25.14078771;822.751913
Salado;Argentina;Neotropic;;-57.37989095;-35.79001953;-59.99344269;-36.13588349;86125.1997
San.Carlos;Falkland Islands;Neotropic;;-59.038055;-51.43264;-58.81358347;-51.580531;549.1929033
San.Juan.Venezuela;Venezuela;Neotropic;;-62.74106857;10.05563724;-63.23482206;10.04668259;8477.856018
Santa.Lucia;Uruguay;Neotropic;;-56.4202858;-34.83126141;-56.11721522;-34.18254029;13460.11077
Santiago;Ecuador;Neotropic;;-79.00152504;1.174011912;-78.84576496;0.797984143;6062.905109
Santo.Antonio;Brazil;Neotropic;;-38.96667139;-16.19933537;-39.20252611;-16.11626802;717.614323
Sao.Francisco;Brazil;Neotropic;;-36.68799195;-10.62288309;-43.24977358;-13.44937695;634688.567
Sao.Joao;Brazil;Neotropic;;-41.9913041;-22.58781354;-42.34799777;-22.59988426;2105.541634
Sao.Mateus;Brazil;Neotropic;;-39.73682452;-18.61685766;-40.88953551;-18.45931074;13048.5614
Saramacca;Suriname;Neotropic;;-55.90098603;5.840954182;-55.61324129;4.867743192;9544.282454
Sauce.Grande;Argentina;Neotropic;;-61.17127676;-38.99820893;-61.55639896;-38.49697251;4636.335427
Serra.Espirito.Santo;Brazil;Neotropic;;-40.17631078;-20.12905923;-40.2792816;-20.11471014;189.4082665
Sinnamary;French Guiana;Neotropic;;-53.00823519;5.456249402;-53.09068437;4.610657252;6520.280025
Sinos;Brazil;Neotropic;;-51.26207435;-30.0137265;-50.9608884;-29.52509246;8751.073745
Sinu;Colombia;Neotropic;;-75.91144154;9.42853869;-75.98483507;8.338606128;14005.49855
Surinam;Suriname;Neotropic;;-55.11721845;5.826871544;-55.37573004;4.397720281;16743.20928
Tocantins;Brazil;Neotropic;;-49.50073569;-2.567298076;-49.49953393;-11.2851018;769598.561
Tocuyo;Venezuela;Neotropic;;-68.34432771;11.06155164;-69.70945099;10.32838452;17650.40025
Tolten;Chile;Neotropic;;-73.23383556;-39.19717475;-72.09391327;-39.12063905;8607.26831
Tuira;Panama;Neotropic;;-77.79054089;8.160744707;-77.72501433;8.230769171;10734.51984
Tuy;Venezuela;Neotropic;;-65.99279647;10.39206361;-66.65684479;10.25660912;6577.911429
Ubatiba;Brazil;Neotropic;;-42.47892323;-22.93525486;-42.55084489;-22.8619234;159.2769495
Unare;Venezuela;Neotropic;;-65.08822079;10.0656497;-65.27538624;9.401401662;22228.09254
Urama;Venezuela;Neotropic;;-68.2069691;10.53495906;-68.34070728;10.34994778;587.9391842
Valcheta;Argentina;Neotropic;Endorheic;;;-66.08722323;-40.87254356;2471.211808
Valdivia;Chile;Neotropic;;-73.40156577;-39.80307829;-72.37648641;-39.76264707;10238.93669
Yaracuy;Venezuela;Neotropic;;-68.24340991;10.58030152;-68.64962533;10.32372424;2470.530996
Ozernaja.Taimyr;Russia;Palearctic;;96.6073136;78.99229526;96.55772148;79.09179303;140.9836016
Aldoma;Russia;Palearctic;;138.6144202;56.93171904;138.2746956;57.17358309;2164.776399
Amguema;Russia;Palearctic;;174.3508082;69.88196423;176.1066081;68.92792444;20969.98734
Apuka;Russia;Palearctic;;169.7063545;60.36788628;170.6143462;61.3781581;13302.20816
Balyktah;Russia;Palearctic;;139.8285457;74.94236474;139.6152562;75.13683092;429.8329492
Bolchaia.Voroskaia;Russia;Palearctic;;155.7932757;54.24287284;156.8150502;54.30239805;3872.878401
Bolsaia;Russia;Palearctic;;148.2152176;75.39925223;147.8588746;75.1738244;2061.148249
Golygina;Russia;Palearctic;;156.4908018;51.89985086;157.1008292;51.81032767;1814.176293
Hairjuzova;Russia;Palearctic;;156.6407983;57.08259435;157.0365031;56.37619901;3988.61149
Iama;Russia;Palearctic;;154.1330413;59.55073098;152.9543649;60.19170524;9899.612924
Inya;Russia;Palearctic;;144.9204755;59.38117097;145.2034514;60.81955304;19619.27451
Kamenka;Russia;Palearctic;;101.6006747;78.19190506;102.0600181;78.41832997;721.3751956
Kronockaja;Russia;Palearctic;;160.650014;54.49141573;160.2665099;54.77523122;2931.139764
Ohota;Russia;Palearctic;;143.0748653;59.33745592;142.263459;61.09808146;20240.32141
Ozernaja.Kam;Russia;Palearctic;;162.7542681;57.28620402;162.3085125;57.04865126;591.7527169
Paljavaam;Russia;Palearctic;;170.5270618;68.8273213;173.0786344;68.21814682;26282.27238
Penjina;Russia;Palearctic;;165.4167671;62.47406048;165.9689716;63.68288426;59474.44846
Pikasvaiam;Russia;Palearctic;;173.6301845;61.74018616;172.1215007;62.04518478;6318.722779
Sopotchnaia;Russia;Palearctic;;155.7422563;56.12854301;156.7472353;55.75685447;4025.18753
Taimyr;Russia;Palearctic;;99.44329791;75.79734839;96.08489402;75.12260059;19706.88079
Ulja;Russia;Palearctic;;141.8668611;58.85659456;140.1656942;58.76413458;15476.85946
Vyvenka;Russia;Palearctic;;165.4369385;60.20871238;166.8804564;61.08005685;13533.66349
Matapalo;Costa Rica;Neotropic;;-85.84203128;10.32229151;-85.8019362;10.29531029;212.1687317
Dartmouth;Canada;Nearctic;;-64.43095547;48.85966048;-64.38886647;48.91217917;403.9640255
Rio.de.Cana;Mexico;Neotropic;;-95.09621276;18.64056283;-95.17011715;18.62071575;354.4067082
Stoney;Canada;Nearctic;;-53.26957346;46.70755834;-53.15826231;46.73011415;323.2465118
Acaponeta;Mexico;Neotropic;;-105.6590238;22.36195739;-105.236757;23.19464233;5511.705653
Actopan;Mexico;Neotropic;;-96.31625781;19.41811013;-96.72393808;19.54750154;1975.467334
Aguan;Honduras;Neotropic;;-85.68958632;15.94933842;-86.5264528;15.3673542;10729.91663
Aguanaval;Mexico;Nearctic;Endorheic;;;-102.8729234;24.50174289;32876.21725
Alabama;United States;Nearctic;;-88.007961;30.69496346;-86.9483201;33.21408079;111854.611
Alafia;United States;Nearctic;;-82.40052739;27.85057412;-82.10645604;27.86256228;1128.481426
Altamaha;United States;Nearctic;;-81.38261873;31.34424895;-83.18008768;32.78055863;37484.57995
Ameca;Mexico;Neotropic;;-105.2642005;20.69145642;-104.5008285;20.69148683;12281.46078
Anasco;Puerto Rico;Neotropic;;-67.18042;18.255139;-66.95237622;18.22632014;469.1630528
Armeria;Mexico;Neotropic;;-103.9590948;18.87080821;-104.0338336;19.80608593;9703.71101
Banano;Costa Rica;Neotropic;;-82.97305526;9.901758746;-83.0465433;9.839057551;142.1460848
Barranca;Costa Rica;Neotropic;;-84.73424232;9.942572333;-84.59149974;10.08515461;453.5152708
Bear.lake;United States;Nearctic;Endorheic;;;-112.3759959;40.19924748;1864.355229
Bebedero;Costa Rica;Neotropic;;-85.24231156;10.24786042;-85.13705334;10.48368564;2059.488465
Belize;Belize;Neotropic;;-88.2618117;17.56352557;-88.97978978;17.03935572;8492.919549
Big.Sur;United States;Nearctic;;-121.8436173;36.27326081;-121.7071426;36.25111134;155.3923681
Bolson.de.Cuatro.Cienegas;Mexico;Nearctic;Endorheic;;;-102.3928874;26.47619418;3220.872006
Bolson.de.Sandia;Mexico;Nearctic;Endorheic;;;-100.1937287;24.21366982;3516.863178
Bonaventure;Canada;Nearctic;;-65.4831396;48.03048743;-65.465353;48.47290313;2387.912093
Bonito;Honduras;Neotropic;;-87.07403849;15.78858656;-87.10208655;15.58948825;426.6633545
Bramonas;Mexico;Nearctic;;-112.1216397;25.18819214;-111.3818125;25.14858293;3622.079343
Calcasieu;United States;Nearctic;;-93.34259968;29.78474262;-93.1309027;30.58963521;10165.91158
Caloosahatchee;United States;Nearctic;;-81.90132942;26.45370284;-81.23028669;27.32137554;17295.25185
Candelaria;Mexico;Neotropic;;-91.27407906;18.63952589;-90.54703694;18.11289373;14608.73725
Cangrejal;Honduras;Neotropic;;-86.78978587;15.79298047;-86.72205459;15.62664034;496.8166252
Cap.Chat;Canada;Nearctic;;-66.68382044;49.10437589;-66.7147246;48.87974952;762.3488476
Carmel;United States;Nearctic;;-121.9163177;36.52948303;-121.6840418;36.42753604;643.6046003
Casas.Grandes;Mexico;Nearctic;Endorheic;;;-108.0996878;30.65684449;17450.65726
Cascapedia;Canada;Nearctic;;-65.9184459;48.19960491;-66.28350249;48.58874966;3135.580821
Cazones;Mexico;Neotropic;;-97.19188881;20.74706024;-97.71107;20.4658282;2800.987162
Chagres;Panama;Neotropic;;-80.00459346;9.320808997;-79.73115798;9.165742721;3378.235244
Chamelecon;Honduras;Neotropic;;-87.79544246;15.89720717;-88.3529768;15.31136839;4425.06413
Champoton;Mexico;Neotropic;;-90.7327675;19.36876941;-90.07141931;18.85345956;12769.65416
Changuinola;Panama;Neotropic;;-82.43678185;9.465268331;-82.66061304;9.165147718;3216.269378
