1.Basin.Name;2.Type.Source;3.Reference
Khobi;paper;Ninua N.S. & Japoshvili B.O. 2008. Checklist of fishes of Georgia. Proceedings of the Institute of Zoology, XXIII:163-176
Khvoinaya;paper;Pietsch, T.W., K. Amaoka, D.E. Stevenson, E.L. MacDonald, B.K. Urbain and J.A. López. 2001. Freshwater fishes of the Kuril Islands and adjacent regions. Species Diversity, 6: 133-164.
Kienke;online.database;"Faunafri; http://www.poissons-afrique.ird.fr/drupal/faunafri (consulted in 2013)"
Kievka;report;Semenchenko A.. 2003. Kievka River Watershed Rapid Assessment Short Report. The Wild Salmon Center, Portland, Oregon, 11 p.
Kifissos.Att;paper;Economou et al. 2007. The freshwater ichthyofauna of Greece - an update based on a hydrographic basin survey. Mediterranean Marine Science, Volume 8/1, 2007, 91-166
Kifissos.Beo;paper;Economou et al. 2007. The freshwater ichthyofauna of Greece - an update based on a hydrographic basin survey. Mediterranean Marine Science, Volume 8/1, 2007, 91-166
Kikori;book;Allen GR. 1991. Field guide to the freshwater fishes of New Guinea. Christiensen Research Institute. Publication No.9. Madang, Papua New Guinea
Kikori;online.database;"Atlas of Living Australia; http://spatial.ala.org.au/webportal/ (consulted in 2013)"
Kilsan.chon;book;Choi K.C., Jeon S.R., Kim I.S. & Son Y.M.. 1990. Colored Illustrations of the Freshwater Fish of Korea. Hyangmoon Publishing Co., Seoul. 277 p.
Kilu.Impini.creek;online.database;"Atlas of Living Australia; http://spatial.ala.org.au/webportal/ (consulted in 2013)"
Kimotsuki;book;Matsuura et al. 2000. Distribution of freshwater fishes in Japan. Supplement to the catalogue of the freshwater fish collection in the National Science Museum, Tokyo. National Science Museum, Tokyo
Kinabatangan;paper;Chong et al. 2010. Diversity, extinction risk and conservation of Malaysian fishes. Journal of Fish Biology (2010) 76, 2009–2066
Kinabatangan;online.database;"Fishbase; www.fishbase.org (cunsulted in 2013)"
Kinabatangan;book;Inger & Kong. 1962. The freshwater fishes of North Borneo with a supplementary chapter by Chin Phui Kong. Natural History Publications, Kota Kinabalu, Borneo
Kinabatangan;book;Inger & Kong. 1962. The freshwater fishes of North Borneo. Fieldiana: Zoology. Vol. 45. Chicago Natural Histiry Museum
Kinabatangan;paper;Keith M.M.S. & Tan H.H.. 1998. Diversity of freshwater fishes from Eastern Sabah: annotated checklist for Danum Valley and a consideration of inter- and intra-catchment variability. The Raffles Bulletin of Zoology, 46: 573-604.
Kinabatangan;paper;Ng & Ng 2001. A revision of the akysid catfish genus Acrochordonichthys Bleeker. Journal of Fish Biology (2001) 58, 386–418
Kinabatangan;book;Roberts T. 1989. The Freshwater fishes of Western Borneo (Kalimantan Barat, Indonesia). California Academy of Science, San Francisco
King.1;report;Morgan D.L., Gill H.S. & Potter I.C.. 1998. Distribution, identification and biology of freshwater fishes in south-western Australia. Records of the Western Australian Museum Supplement, 56: 97 p.
King.2;online.database;"Atlas of Living Australia; http://spatial.ala.org.au/webportal/ (consulted in 2013)"
King.Edward;online.database;"Atlas of Living Australia; http://spatial.ala.org.au/webportal/ (consulted in 2013)"
King.Edward;report;Morgan D., Cheinmora D., Charles A. & Nullgit P.. 2006. Fishes of the King Edward and Carson Rivers with their Belaa and Ngarinyin names. Land & Water Australia, Project No. UMU22. 69 p.
King.George;online.database;"Atlas of Living Australia; http://spatial.ala.org.au/webportal/ (consulted in 2013)"
Kinokawa;book;Matsuura et al. 2000. Distribution of freshwater fishes in Japan. Supplement to the catalogue of the freshwater fish collection in the National Science Museum, Tokyo. National Science Museum, Tokyo
Kirama.Oya;book;Pethiyagoda 1991 Freshwater fishes of Sri Lanka. The Wildlife Heritage Trust of Sri Lanka. Sri Lanka
Kirimechchi.odai;book;Pethiyagoda 1991 Freshwater fishes of Sri Lanka. The Wildlife Heritage Trust of Sri Lanka. Sri Lanka
Kirindi.Oya;book;Pethiyagoda 1991 Freshwater fishes of Sri Lanka. The Wildlife Heritage Trust of Sri Lanka. Sri Lanka
Kirkeuz;paper;Küçük F.R. & Ikiz R.. 2004. Antalya Körfezi'ne Dökülen Akarsularin Balik Faunasi. Su Ürünleri Dergisi, 21: 287-294.
Kishida;book;Matsuura et al. 2000. Distribution of freshwater fishes in Japan. Supplement to the catalogue of the freshwater fish collection in the National Science Museum, Tokyo. National Science Museum, Tokyo
Kisiwani;online.database;"Faunafri; http://www.poissons-afrique.ird.fr/drupal/faunafri (consulted in 2013)"
Kiso;book;Matsuura et al. 2000. Distribution of freshwater fishes in Japan. Supplement to the catalogue of the freshwater fish collection in the National Science Museum, Tokyo. National Science Museum, Tokyo
Kitagata.ko;book;Matsuura et al. 2000. Distribution of freshwater fishes in Japan. Supplement to the catalogue of the freshwater fish collection in the National Science Museum, Tokyo. National Science Museum, Tokyo
Kitakami;book;Matsuura et al. 2000. Distribution of freshwater fishes in Japan. Supplement to the catalogue of the freshwater fish collection in the National Science Museum, Tokyo. National Science Museum, Tokyo
Kitovaya;paper;Pietsch, T.W., K. Amaoka, D.E. Stevenson, E.L. MacDonald, B.K. Urbain and J.A. López. 2001. Freshwater fishes of the Kuril Islands and adjacent regions. Species Diversity, 6: 133-164.
Kitsa;book;Ojaveer et al. 2003. Fishes of Estonia. Estonian Academy Publishers, Tallin, Estonia
Kittam;online.database;"Faunafri; http://www.poissons-afrique.ird.fr/drupal/faunafri (consulted in 2013)"
Kittam;report;Institut de Recherche pour le Développement (D. Paugy). 2004. UR 131 - Variabilité environnementale et stratégies biologiques des communautés aquatiques - Biodiversité des grands cours d'eau. M.N.H.N., Paris, France.
Kivu;book;Daget J., Gosse J.P. & Thys van den Audenaerde  D.F.E. (eds). Check-list of the freshwater fishes of Africa (CLOFFA). Brussels, MRAC, Tervuren, and ORSTOM, Paris. Vol 1-4.
Kivu;online.database;"Faunafri; http://www.poissons-afrique.ird.fr/drupal/faunafri (consulted in 2013)"
Kivu;paper;Genner M.J., Seehausen O., Lunt D.H., Joyce D.A., Shaw P.W., Carvalho G.R. & Turner G.F.. 2007. Molecular Biology and Evolution, 24:1269-1282.
Kivu;paper;Isumbisho M., Kaningini M., Descy J.P.& Baras E.. 2004. Seasonal and diel variations in diet of the young stages of the fish Limnothrissa miodon in Lake Kivu, Eastern Africa. Journal of Tropical Ecology, 20: 73-83.
Kivu;paper;Joyce D.A., Lunt D.H., Bills R., Turner G.F., Katongo C., Duftner N., Sturmbauer C. & Seehausen O.. 2005. An extant cichlid fish radiation emerged in an extinct Pleistocene lake. Nature, 435: 90-95.
Kiyotake;book;Matsuura et al. 2000. Distribution of freshwater fishes in Japan. Supplement to the catalogue of the freshwater fish collection in the National Science Museum, Tokyo. National Science Museum, Tokyo
Kizilirmak;book;Geldiay R. & Balik S. 1996. Turkiye Tatlisu Baliklari. Ege Universitesi Su Urunleri Fakultesi Yayinlari No: 46. Ders Kitabi Dazini No:16. 532p.
Klamath;report;Gilbert C.H.. 1898. Fishes of the Klamath River basin. U.S. Commission of Fish and Fisheries. Washington: Gouvernment Printing Office, 13 p.
Klamath;report;National Research Council. 2004. Endangered and Threatened Fishes in the Klamath River Basin – Causes of Decline and Strategies for Recovery. Washington, D.C., National Academy Press. ISBN: 0309090970.
Klamath;online.database;NatureServe. 2010. Digital Distribution Maps of the Freshwater Fishes in the Conterminous United States. Version 3.0. Arlington, VA. U.S.A. (http://www.natureserve.org/getData/fishMaps.jsp)
Klamath;book;Pam L. Fuller, Leo G. Nico, and James D. Williams. 1999. Nonindigenous Fishes Introduced into Inland Waters of the United States. American fisheries society
Klein.Brakrivier;online.database;"Faunafri; http://www.poissons-afrique.ird.fr/drupal/faunafri (consulted in 2013)"
Klinaklini;book;McPhail J.D. & Carveth R.. 1994. Field key to the freshwater fishes of British Columbia. Fish Museum, Department of Zoology, University of British Columbia, Vancouver, Canada.
Klong.Khruv.Wai;paper;Nithirojpakdee et al 2012. Maintaining fish diversity in Thailand: variations in foraging behavior. Environ Biol Fish (2012) 95:227–236
Kloostri;book;Ojaveer et al. 2003. Fishes of Estonia. Estonian Academy Publishers, Tallin, Estonia
Knysnarivier;online.database;"Faunafri; http://www.poissons-afrique.ird.fr/drupal/faunafri (consulted in 2013)"
Kobang.chon;book;Choi K.C., Jeon S.R., Kim I.S. & Son Y.M.. 1990. Colored Illustrations of the Freshwater Fish of Korea. Hyangmoon Publishing Co., Seoul. 277 p.
Kobu.chon;book;Choi K.C., Jeon S.R., Kim I.S. & Son Y.M.. 1990. Colored Illustrations of the Freshwater Fish of Korea. Hyangmoon Publishing Co., Seoul. 277 p.
Kodalikkallu.Aru;book;Pethiyagoda 1991 Freshwater fishes of Sri Lanka. The Wildlife Heritage Trust of Sri Lanka. Sri Lanka
Kodori;paper;Ninua N.S. & Japoshvili B.O. 2008. Checklist of fishes of Georgia. Proceedings of the Institute of Zoology, XXIII:163-176
Kogaluk;book;Scott W.B. & Crossman E.J.. 1974. Poissons d'eau douce du Canada. Ministère de l'Environnement, Canada, 184: 1026 p.                           
Koggala.lake;book;Pethiyagoda 1991 Freshwater fishes of Sri Lanka. The Wildlife Heritage Trust of Sri Lanka. Sri Lanka
Kogon;online.database;"Faunafri; http://www.poissons-afrique.ird.fr/drupal/faunafri (consulted in 2013)"
Kogon;report;Institut de Recherche pour le Développement (D. Paugy). 2004. UR 131 - Variabilité environnementale et stratégies biologiques des communautés aquatiques - Biodiversité des grands cours d'eau. M.N.H.N., Paris, France.
Koiva;book;Ojaveer et al. 2003. Fishes of Estonia. Estonian Academy Publishers, Tallin, Estonia
Kokemaenjoki;report;Fish survey database COBRA (Coordination Organ for Baltic Reference Areas) - Finnish Game and Fisheries Research Institute. 
Kokpokchan;book;Choi K.C., Jeon S.R., Kim I.S. & Son Y.M.. 1990. Colored Illustrations of the Freshwater Fish of Korea. Hyangmoon Publishing Co., Seoul. 277 p.
Kolan;online.database;"Atlas of Living Australia; http://spatial.ala.org.au/webportal/ (consulted in 2013)"
Kolan;report;Burnett Water Pty Ltd. 2003. Burnett River dam - Environmental impact statement. Burnett Water Pty Ltd, Australia.
Kolente;online.database;"Faunafri; http://www.poissons-afrique.ird.fr/drupal/faunafri (consulted in 2013)"
Kolente;report;Institut de Recherche pour le Développement (D. Paugy). 2004. UR 131 - Variabilité environnementale et stratégies biologiques des communautés aquatiques - Biodiversité des grands cours d'eau. M.N.H.N., Paris, France.
Koliba;online.database;"Faunafri; http://www.poissons-afrique.ird.fr/drupal/faunafri (consulted in 2013)"
Koltsi;book;Ojaveer et al. 2003. Fishes of Estonia. Estonian Academy Publishers, Tallin, Estonia
Kolyma;report;Kottelat. 2006. Fishes of Mongolia. A check-list of the fishes known to occur in Mongolia with comments on systematics and nomenclature. The International Bank for Reconstruction and Development/THE WORLD BANK
Kolyma;book;Reshetnikov Y.S.. 2002. Atlas of Russian Freshwater Fishes. Moscow Nauka, Vol. I. ISBN: 5-02-006507-2.
Kolyma;book;Reshetnikov Y.S.. 2002. Atlas of Russian Freshwater Fishes. Moscow Nauka, Vol. II. ISBN: 5-02-006506-4.
Komenotsu;book;Matsuura et al. 2000. Distribution of freshwater fishes in Japan. Supplement to the catalogue of the freshwater fish collection in the National Science Museum, Tokyo. National Science Museum, Tokyo
Kongakut;book;Scott W.B. & Crossman E.J.. 1974. Poissons d'eau douce du Canada. Ministère de l'Environnement, Canada, 184: 1026 p.                           
Kongnung.chon;book;Choi K.C., Jeon S.R., Kim I.S. & Son Y.M.. 1990. Colored Illustrations of the Freshwater Fish of Korea. Hyangmoon Publishing Co., Seoul. 277 p.
Konkoure;online.database;"Faunafri; http://www.poissons-afrique.ird.fr/drupal/faunafri (consulted in 2013)"
Konkoure;report;Institut de Recherche pour le Développement (D. Paugy). 2004. UR 131 - Variabilité environnementale et stratégies biologiques des communautés aquatiques - Biodiversité des grands cours d'eau. M.N.H.N., Paris, France.
Konyang.chon;book;Choi K.C., Jeon S.R., Kim I.S. & Son Y.M.. 1990. Colored Illustrations of the Freshwater Fish of Korea. Hyangmoon Publishing Co., Seoul. 277 p.
Koolatong;online.database;"Atlas of Living Australia; http://spatial.ala.org.au/webportal/ (consulted in 2013)"
Koolatong;online.database;"Fish Atlas of North Australia; http://www.jcu.edu.au/archive/actfr_old_Projects/FishAtlas/Index.htm (consulted in 3013)"
Koppi;report;Zolotukhin S.. 2003. Koppi River Watershed Rapid Assessment Short Report. The Wild Salmon Center, Portland, Oregon, 13 p.
Kopuapounamu;online.database;"NIWA (extracted on septembre 2012); http://fwdb.niwa.co.nz"
Kopurererua;online.database;"NIWA (extracted on septembre 2012); http://fwdb.niwa.co.nz"
Kor;book;Abdoli A. 2000. The Inland water fishes of Iran. Gorgan University
Kor;online.database;www.briancoad.com (consulted in 2007)
Korea.un.1;book;Choi K.C., Jeon S.R., Kim I.S. & Son Y.M.. 1990. Colored Illustrations of the Freshwater Fish of Korea. Hyangmoon Publishing Co., Seoul. 277 p.
Korea.un.1;book;Reshetnikov Y.S.. 2002. Atlas of Russian Freshwater Fishes. Moscow Nauka, Vol. II. ISBN: 5-02-006506-4.
Korea.un.2;book;Choi K.C., Jeon S.R., Kim I.S. & Son Y.M.. 1990. Colored Illustrations of the Freshwater Fish of Korea. Hyangmoon Publishing Co., Seoul. 277 p.
Korea.un.2;book;Reshetnikov Y.S.. 2002. Atlas of Russian Freshwater Fishes. Moscow Nauka, Vol. II. ISBN: 5-02-006506-4.
Korea.un.3;book;Choi K.C., Jeon S.R., Kim I.S. & Son Y.M.. 1990. Colored Illustrations of the Freshwater Fish of Korea. Hyangmoon Publishing Co., Seoul. 277 p.
Korea.un.3;book;Reshetnikov Y.S.. 2002. Atlas of Russian Freshwater Fishes. Moscow Nauka, Vol. II. ISBN: 5-02-006506-4.
Kosi.River;online.database;"Faunafri; http://www.poissons-afrique.ird.fr/drupal/faunafri (consulted in 2013)"
Kouffo;online.database;"Faunafri; http://www.poissons-afrique.ird.fr/drupal/faunafri (consulted in 2013)"
Kouilou;online.database;"Faunafri; http://www.poissons-afrique.ird.fr/drupal/faunafri (consulted in 2013)"
Koukdjuak;book;Scott W.B. & Crossman E.J.. 1974. Poissons d'eau douce du Canada. Ministère de l'Environnement, Canada, 184: 1026 p.                           
Koup.chon;book;Choi K.C., Jeon S.R., Kim I.S. & Son Y.M.. 1990. Colored Illustrations of the Freshwater Fish of Korea. Hyangmoon Publishing Co., Seoul. 277 p.
Kourou;online.database;http://databasin.org/ or http://www.fundacionoga.org.ar/index.html or http://www.mnrj.ufrj.br/ (all sources consulted in 2013)
Kourou;book;Keith P., Le Bail P.Y. & Planquette P.. 2000. Atlas des poissons d'eau douce de Guyane. Tome 2, fascicule I. Batrachoidiformes, Mugiliformes, Beloniformes, Cyprinodontiformes, Synbranchiformes, Perciformes, Pleuronectiformes, Tetraodontiformes. Patrimoine
Kourou;paper;Le Bail et al. 2012. Update checklist of the freswater and estuarine fishes of French Guiana. Cybium, 36:293-319
Kourou;paper;Le Bail P. Y., Covain R., Jégu M., Fisch-Muller S., Vigouroux R. & Keith P..2012.Updated checklist of the freshwater and estuarine fishes of French Guiana..Cybium, 36(1): 293-319.
Kourou;book;Le Bail P.Y., Keith P. & Planquette P.. 2000. Atlas des poissons d'eau douce de Guyane. Tome 2, fascicule II: Siluriformes. Patrimoines Naturels (M.N.H.N./S.P.N.), 43(II): 307 p.
Kourou;book;Planquette P., Keith P. & Le Bail P.Y.. 1996. Atlas des poissons d'eau douce de Guyane (tome 1). Collection du Patrimoine Naturel, vol. 22. IEGB - M.N.H.N.. INRA, CSP, Min. Env., Paris, 429 p.
Koutno;book;Reshetnikov Y.S.. 2002. Atlas of Russian Freshwater Fishes. Moscow Nauka, Vol. I. ISBN: 5-02-006507-2.
Koutno;book;Reshetnikov Y.S.. 2002. Atlas of Russian Freshwater Fishes. Moscow Nauka, Vol. II. ISBN: 5-02-006506-4.
Kowai;online.database;"NIWA (extracted on septembre 2012); http://fwdb.niwa.co.nz"
Kowhai;online.database;"NIWA (extracted on septembre 2012); http://fwdb.niwa.co.nz"
Kowie.River;online.database;"Faunafri; http://www.poissons-afrique.ird.fr/drupal/faunafri (consulted in 2013)"
Koya;book;Matsuura et al. 2000. Distribution of freshwater fishes in Japan. Supplement to the catalogue of the freshwater fish collection in the National Science Museum, Tokyo. National Science Museum, Tokyo
Koza;book;Matsuura et al. 2000. Distribution of freshwater fishes in Japan. Supplement to the catalogue of the freshwater fish collection in the National Science Museum, Tokyo. National Science Museum, Tokyo
Krasheninnikova;paper;Pietsch, T.W., K. Amaoka, D.E. Stevenson, E.L. MacDonald, B.K. Urbain and J.A. López. 2001. Freshwater fishes of the Kuril Islands and adjacent regions. Species Diversity, 6: 133-164.
Krishna;paper;"Arunachalam M. 2000. Assemblage structure of stream fishes in the western Ghats (India); Hydrobiologia, 430:1-31"
Krishna;paper;Jadhav et al. 2011. Freshwater fish fauna of Koyna River, northern Western Ghats, India. Journal of Threatened Taxa, 3(1): 1449-1455
Krishna;book;Jayaram K.C.. 2004. The freshwater fishes of the Indian Region. Narendra Publishing House, Delhi, 571 p. ISBN: 81-85375-54-2.
